0		8.891128540039062
16		8.355667114257812
18		7.942468166351318
1		7.227215766906738
23		6.200803756713867
2		6.199925422668457
3		5.789670944213867
15		5.786736011505127
4		5.772934913635254
5		5.414032459259033
6		5.4046759605407715
7		5.080416679382324
8		5.045170307159424
9		4.994568824768066
10		4.9411163330078125
11		4.881128787994385
12		4.755136489868164
13		4.726747512817383
20		4.432819366455078
17		4.359248638153076
14		4.215521812438965
21		3.455134868621826
24		2.527047872543335
19		1.9811773300170898
22		1.5865893363952637
