Epoch,MSE_Loss
0,0.5905852138996124
1,0.5275164365768432
2,0.4971341729164124
3,0.4905717194080353
4,0.3458674490451813
5,0.43185449838638307
6,0.5110393583774566
7,0.5135643780231476
8,0.4383919984102249
9,0.4565668821334839
10,0.3509815812110901
11,0.5283469259738922
12,0.5477516412734985
13,0.46139270067214966
14,0.4755373239517212
15,0.3025825023651123
16,0.6427089750766755
17,0.3666044443845749
18,0.49092763662338257
19,0.4316618084907532
20,0.38536874055862425
21,0.4221512466669083
22,0.43291825950145724
23,0.3748212307691574
24,0.3279897511005402
25,0.3780386924743652
26,0.49880915880203247
27,0.37490546703338623
28,0.3240689396858215
29,0.3471027076244354
30,0.30682204365730287
31,0.5049312025308609
32,0.4398325115442276
33,0.3940459549427032
34,0.3484264433383942
35,0.43033287227153777
36,0.35101662278175355
37,0.45326694250106814
38,0.43938490748405457
39,0.44905056357383727
40,0.4026569753885269
41,0.3640985548496246
42,0.49664554595947263
43,0.38065941333770753
44,0.3590488314628601
45,0.4074514091014862
46,0.5697474241256714
47,0.4024357318878174
48,0.2782322496175766
49,0.38666900992393494
50,0.5279547214508057
51,0.4265217542648315
52,0.40706058740615847
53,0.44155740439891816
54,0.3223700255155563
55,0.42930110096931456
56,0.4891691327095032
57,0.3632598459720612
58,0.49740795493125917
59,0.43540555238723755
60,0.40109372437000274
61,0.28233037441968917
62,0.48660552501678467
63,0.5103678047657013
64,0.3058496654033661
65,0.37611770033836367
66,0.3074854344129562
67,0.4876691266894341
68,0.4537412881851196
69,0.43469917178153994
70,0.48961877822875977
71,0.34456140398979185
72,0.35410426259040834
73,0.32600332200527193
74,0.4152574896812439
75,0.40141924619674685
76,0.3218989193439484
77,0.34169771075248717
78,0.4271844834089279
79,0.4592377424240112
80,0.4168148785829544
81,0.4489798009395599
82,0.37856421768665316
83,0.44773122668266296
84,0.46905675530433655
85,0.5009903818368912
86,0.3108543694019318
87,0.42102175652980806
88,0.43200916349887847
89,0.2982672244310379
90,0.4489118158817291
91,0.39511175751686095
92,0.49075977206230165
93,0.40947571992874143
94,0.42213287353515627
95,0.30218419432640076
96,0.2931391417980194
97,0.43463276624679564
98,0.48157328367233276
99,0.3459193468093872
100,0.43734804093837737
101,0.4140155613422394
102,0.3677030146121979
103,0.44171987771987914
104,0.25765871703624726
105,0.37275713086128237
106,0.4726239860057831
107,0.37116811871528627
108,0.25425718575716016
109,0.32449025809764864
110,0.45560420751571656
111,0.37852853536605835
112,0.2573970675468445
113,0.33951152563095094
114,0.4464986979961395
115,0.36302125453948975
116,0.31222599744796753
117,0.32604666948318484
118,0.35262287557125094
119,0.3201904267072678
120,0.3959781050682068
121,0.3159389168024063
122,0.34317841827869416
123,0.36405610889196394
124,0.25808786451816557
125,0.4163070321083069
126,0.3610345721244812
127,0.38834773004055023
128,0.33173067271709444
129,0.49425885677337644
130,0.3580633938312531
131,0.4009576320648193
132,0.4342482566833496
133,0.3572135269641876
134,0.3870571583509445
135,0.2872559443116188
136,0.3626415878534317
137,0.43144935369491577
138,0.36633198261260985
139,0.44688333868980407
140,0.3964137315750122
141,0.3739581346511841
142,0.3929521977901459
143,0.34432213306427
144,0.43796651661396024
145,0.42234342098236083
146,0.4486104309558868
147,0.29308321326971054
148,0.3709715187549591
149,0.30644641518592836
150,0.4316317081451416
151,0.3499347150325775
152,0.1521199882030487
153,0.3358262687921524
154,0.3012226551771164
155,0.46736515760421754
156,0.37098089754581454
157,0.3384744137525558
158,0.36294759511947633
159,0.3454983413219452
160,0.29176758229732513
161,0.34877424836158755
162,0.22752555310726166
163,0.37243555188179017
164,0.4021723985671997
165,0.28786866515874865
166,0.24427244067192078
167,0.2565861403942108
168,0.4494569838047028
169,0.29592817425727846
170,0.22698721587657927
171,0.2589853584766388
172,0.2684267729520798
173,0.39798364639282224
174,0.4205845832824707
175,0.3327277719974518
176,0.3679919570684433
177,0.369439560174942
178,0.395163306593895
179,0.3982141584157944
180,0.34245397746562956
181,0.3437409609556198
182,0.37502566576004026
183,0.30649416148662567
184,0.2827237591147423
185,0.36170277893543246
186,0.2921434611082077
187,0.3920359820127487
188,0.4949198544025421
189,0.23878695964813232
190,0.3016865849494934
191,0.18326890617609023
192,0.3031600371003151
193,0.3436786115169525
194,0.38097701221704483
195,0.3276570182293653
196,0.2419893391430378
197,0.3239025861024857
198,0.25888546407222746
199,0.28330468386411667
