8		9.124755859375
2		9.109234809875488
12		8.488529205322266
13		8.255407333374023
4		7.763008117675781
1		7.366095542907715
16		7.365918159484863
3		5.672787189483643
21		5.557918548583984
22		4.9636406898498535
14		4.231155872344971
24		3.4434986114501953
20		3.4155943393707275
9		3.3274426460266113
7		3.3271007537841797
6		3.2912654876708984
17		2.8259530067443848
19		2.7350003719329834
0		2.226116895675659
10		2.1892356872558594
18		1.7556934356689453
5		1.5623698234558105
15		1.5502758026123047
11		0.7012863159179688
23		0.016025345772504807
