4		8.891128540039062
21		7.227215766906738
5		5.414032459259033
3		5.080416679382324
8		5.045170307159424
16		4.755136489868164
15		4.568046569824219
14		4.494244575500488
22		4.132453918457031
0		4.05618953704834
10		3.745331287384033
7		3.7028439044952393
13		3.458822250366211
9		3.423395872116089
18		3.2181196212768555
24		3.11527681350708
19		3.106715679168701
12		2.562774658203125
23		2.1578497886657715
20		1.900597095489502
6		1.7150957584381104
11		0.520151674747467
2		0.0
17		0.0
1		-0.08087312430143356
