12		8.133369445800781
16		7.776284694671631
4		7.754384517669678
11		7.430957794189453
0		6.76451301574707
1		6.13258695602417
14		5.368180274963379
15		5.316341876983643
17		4.753185272216797
2		4.740839004516602
9		4.60745906829834
10		4.316788673400879
8		4.225874900817871
7		3.7744321823120117
20		3.6235010623931885
6		3.454289197921753
5		3.324768543243408
3		1.452643871307373
13		1.2208120822906494
19		1.1800448894500732
22		1.1586015224456787
24		0.46075063943862915
21		0.35094696283340454
18		0.2635440528392792
23		0.00330550130456686
