0		9.53428840637207
10		9.487549781799316
15		8.912763595581055
1		8.891128540039062
2		8.618441581726074
3		8.355667114257812
12		8.307807922363281
4		8.031511306762695
22		8.019322395324707
5		7.969547271728516
6		7.942468166351318
20		7.886974811553955
7		7.78126859664917
8		7.769176483154297
18		7.766444206237793
9		7.56463623046875
17		6.941707611083984
14		6.332697868347168
13		5.807119369506836
23		5.728849411010742
24		3.45900559425354
19		2.4196486473083496
11		2.4093847274780273
21		1.9858589172363281
16		1.9504010677337646
