Epoch,MSE_Loss
0,0.6438036739826203
1,0.5094529807567596
2,0.48011998534202577
3,0.5080188035964965
4,0.5767309188842773
5,0.4121044158935547
6,0.6014979779720306
7,0.6019695103168488
8,0.5837336301803588
9,0.5521184146404267
10,0.5371242851018906
11,0.5438575923442841
12,0.4995237171649933
13,0.47483920454978945
14,0.3899795085191727
15,0.4681033730506897
16,0.4595072567462921
17,0.454368394613266
18,0.5714287340641022
19,0.46559056639671326
20,0.519145455956459
21,0.49918919801712036
22,0.6184664905071259
23,0.42915472388267517
24,0.39080928862094877
25,0.6796341121196747
26,0.42662631869316103
27,0.40704073309898375
28,0.5279276072978973
29,0.43409543633461
30,0.6162714004516602
31,0.33046919405460357
32,0.4907793581485748
33,0.3806556075811386
34,0.4977228224277496
35,0.41980459094047545
36,0.38762213885784147
37,0.6377266049385071
38,0.42615926861763
39,0.30172796845436095
40,0.3416976541280746
41,0.37368136942386626
42,0.4851690888404846
43,0.38167446851730347
44,0.36781521141529083
45,0.42690842151641845
46,0.3158609628677368
47,0.3799880027770996
48,0.45121545195579527
49,0.3218341678380966
50,0.3575339257717133
51,0.41744370460510255
52,0.5194183826446533
53,0.3341045081615448
54,0.39596285223960875
55,0.35923796594142915
56,0.37376093566417695
57,0.4342131644487381
58,0.3715067684650421
59,0.4947755396366119
60,0.29682852029800416
61,0.3486106365919113
62,0.404723647236824
63,0.31574340760707853
64,0.47691847681999205
65,0.5542161434888839
66,0.34534306824207306
67,0.28155640363693235
68,0.45621894001960756
69,0.3899142503738403
70,0.4714488714933395
71,0.3272512167692184
72,0.3400972217321396
73,0.3760817050933838
74,0.4867481589317322
75,0.3117314070463181
76,0.41644152998924255
77,0.436901193857193
78,0.37138614654541013
79,0.2917569652199745
80,0.26188079118728635
81,0.2297695428133011
82,0.32799668312072755
83,0.40413154661655426
84,0.5328587234020233
85,0.40504229068756104
86,0.36346158385276794
87,0.36248253285884857
88,0.34904312044382096
89,0.3586646646261215
90,0.27837667763233187
91,0.33930252194404603
92,0.4234930515289307
93,0.3201532542705536
94,0.31162862479686737
95,0.2675603426992893
96,0.41406422257423403
97,0.4945390701293945
98,0.3408146142959595
99,0.3461828798055649
100,0.38224342465400696
101,0.3526818364858627
102,0.40817411839962003
103,0.320027220249176
104,0.27661674916744233
105,0.29980016946792604
106,0.3231716454029083
107,0.4268397927284241
108,0.37948254942893983
109,0.47412571012973787
110,0.36034688353538513
111,0.3675268769264221
112,0.35157341659069063
113,0.37974797785282133
114,0.4464666485786438
115,0.30770605206489565
116,0.32505946755409243
117,0.3049329698085785
118,0.4405307352542877
119,0.3269840657711029
120,0.49334976375102996
121,0.26132769882678986
122,0.3515869379043579
123,0.2722593531012535
124,0.3079894557595253
125,0.32172068655490876
126,0.3420996904373169
127,0.3144237846136093
128,0.42739238739013674
129,0.33185986876487733
130,0.43097141981124876
131,0.44288750290870665
132,0.33521625101566316
133,0.26728626787662507
134,0.27947339713573455
135,0.3136491358280182
136,0.32338412255048754
137,0.2607315555214882
138,0.25426381528377534
139,0.23210673034191132
140,0.26308740079402926
141,0.3396009474992752
142,0.43126846849918365
143,0.32454219162464143
144,0.40582076013088225
145,0.35447590947151186
146,0.4464112788438797
147,0.2828335493803024
148,0.3639737695455551
149,0.3150031745433807
150,0.3561753571033478
151,0.2601050615310669
152,0.23750470876693724
153,0.4303091675043106
154,0.3320400834083557
155,0.4066822737455368
156,0.34976206421852113
157,0.3742383658885956
158,0.36360111832618713
159,0.20770757794380187
160,0.34110202491283415
161,0.46360442638397215
162,0.22939979285001755
163,0.2743932604789734
164,0.30190727710723875
165,0.38297574818134306
166,0.24508848488330842
167,0.3417359799146652
168,0.30760080814361573
169,0.3009491890668869
170,0.3064092040061951
171,0.3708369016647339
172,0.34157492518424987
173,0.31325691640377046
174,0.37777886539697647
175,0.36083913445472715
176,0.2992426335811615
177,0.33177977204322817
178,0.27248796001076697
179,0.44668146371841433
180,0.30628458857536317
181,0.2525538556277752
182,0.3813069075345993
183,0.25839766263961794
184,0.45163544416427615
185,0.4238883972167969
186,0.30431539230048654
187,0.3116149067878723
188,0.23774738386273384
189,0.373743799328804
190,0.2467841126024723
191,0.3163438230752945
192,0.2129325121641159
193,0.2518999770283699
194,0.26221943795681
195,0.31690635085105895
196,0.2567900359630585
197,0.37860231995582583
198,0.31942090690135955
199,0.4238854795694351
