14		9.427834510803223
4		8.300050735473633
18		8.150208473205566
0		8.139404296875
9		8.088895797729492
21		7.565201282501221
5		7.384063720703125
12		6.214393615722656
10		6.037622451782227
16		5.599801063537598
1		5.417733192443848
8		4.935565948486328
7		4.8966569900512695
17		4.79676628112793
19		3.913691997528076
13		3.902928590774536
2		3.892983913421631
24		3.5421504974365234
20		3.0534729957580566
22		3.043527126312256
6		2.917678117752075
15		2.565974473953247
11		2.085660457611084
3		0.809000551700592
23		0.4087067246437073
