22		8.116104125976562
12		7.804224014282227
13		7.4836106300354
8		7.061583995819092
5		6.1779375076293945
2		5.9344377517700195
3		5.701135635375977
1		5.352756977081299
15		5.04151725769043
16		4.653157711029053
21		4.128469944000244
6		3.983448028564453
20		3.4901976585388184
18		2.9985122680664062
10		2.4213743209838867
11		2.393674373626709
7		1.2092646360397339
4		1.0305589437484741
0		0.9210051894187927
14		0.2857370972633362
23		0.02254435420036316
9		0.015077739953994751
24		0.009555754251778126
17		-0.014159580692648888
19		-0.025277510285377502
